Date,Article Title,Opperative,City/Town,State/Provence,Country,Reference,WB?,Affected,Duration,Infrastructure,Holiday,Fire / Death / Notes,Species,Alt URL
2017-10-29,Area power outage caused by beaver: SaskPower,Beaver,Weldon,SK,Canada,http://panow.com/article/718666/area-power-outage-caused-beaver-saskpower,Y,3500,300,,,,,http://www.cbc.ca/news/canada/saskatoon/beaver-knocks-power-prince-albert-sask-1.4378901
2017-10-28,"Over 1,000 Wake Forest customers without power, squirrel damages transformer",Squirrel,Wake Forest,NC,United States,http://abc11.com/over-1000-wake-forest-customers-without-power-squirrel-damages-transformer/2578762/,Y,-,-,,,,,
2017-10-27,Chablais: a rodent causes a power failure,Animal,CHABLAIS,FRS,FR,http://www.lenouvelliste.ch/articles/valais/chablais/chablais-un-rongeur-cause-une-panne-de-courant-711557,N,0,150,,,,,
2017-10-26,Hi Suzanne.  I show the power has been restored.  It appears it was due to a squirrel. ^CA,Squirrel,Newburgh,IN,United States,https://twitter.com/VectrenStorm/status/923594635263598592,Y,-,-,,,,,
2017-10-26,Squirrel blamed for Louisville power outage,Squirrel,Louisville,OH,United States,http://www.cantonrep.com/news/20171025/squirrel-blamed-for-louisville-power-outage,Y,3682,-,,,,,https://twitter.com/AEPOhio/status/923258171547930626
2017-10-25,UPDATE: Power restored at 6:30 p.m. after sudden power loss closes Greenfield businesses,Squirrel,Greenfield,MA,United States,http://www.recorder.com/Downtown-Greenfield-power-outage-13313692,Y,400,270,,,,,
2017-10-24,"Short Power Outage Affects About 1,000 Beatrice Customers",Squirrel,Beatrice,NE,United States,http://kwbe.com/local-news/short-power-outage-affects-about-1000-beatrice-customers/,Y,-,15,,,,,
2017-10-24,"Squirrel causes electricity outage in Sidney, officials say",Squirrel,Sidney,NY,United States,http://www.thedailystar.com/news/local_news/squirrel-causes-electricity-outage-in-sidney-officials-say/article_16ea37e8-b900-11e7-b6b8-5f375096291f.html,Y,364,-,,,,,
2017-10-23,Squirrel causes power outage for thousands in Stamford,Squirrel,Stamford,CT,United States,http://m.stamfordadvocate.com/local/article/Squirrel-causes-power-outage-for-thousands-in-12299195.php,Y,9533,358,,,,,
2017-10-22,Crews are making repairs to damaged equipment caused by an animal.,Unknown,West Roxbury,MA,United States,https://twitter.com/EversourceMA/status/922092300779556864,Y,-,-,,,,,
2017-10-22,"""Bird mortality"" was blamed for a power outage",Animal,Lovell,WY,USA,http://www.mybighornbasin.com/2017/10/27/raven-causes-lovell-power-outage/,N,2000,0,,,,,
2017-10-20,Squirrel likely cause of loud noise that locked down Beloit school,Squirrel,Beloit,WI,United States,http://www.channel3000.com/news/squirrel-likely-cause-of-loud-noise-that-locked-down-beloit-school/642216110,Y,-,-,,,,,
